Orpha_code	Orphanet_disorder	ICD_10	Relationship
205	Crigler-Najjar syndrome	E80.5	E (Exact mapping: the two concepts are equivalent)
160148	Cap polyposis	D12.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
201	Cowden syndrome	Q85.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
192	Coffin-Lowry syndrome	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2442	X-linked lymphoproliferative disease	D82.3	E (Exact mapping: the two concepts are equivalent)
169808	Mild hemophilia A	D66	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169826	Congenital vitamin K-dependent coagulation factors deficiency	D68.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169802	Severe hemophilia A	D66	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169805	Moderate hemophilia A	D66	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
562	McCune-Albright syndrome	Q78.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
565	Menkes disease	E83.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
474	Jeune syndrome	Q77.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
540	Familial hemophagocytic lymphohistiocytosis	D76.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
568	Microphthalmia, Lenz type	Q11.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
564	Meckel syndrome	Q61.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
289	Ellis Van Creveld syndrome	Q77.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
258	Laminin subunit alpha 2-related congenital muscular dystrophy	G71.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1247	Schistosomiasis	B65.0	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1247	Schistosomiasis	B65.1	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1247	Schistosomiasis	B65.2	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1247	Schistosomiasis	B65.3	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1247	Schistosomiasis	B65.8	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1247	Schistosomiasis	B65.9	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
112	Bartter syndrome	E26.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169443	Specific antibody deficiency with normal immunoglobulin concentrations and normal numbers of B cells	D80.6	E (Exact mapping: the two concepts are equivalent)
1646	Partial chromosome Y deletion	Q98.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169464	Primary CD59 deficiency	D84.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
99	Autosomal dominant cerebellar ataxia	G11.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
116	Beckwith-Wiedemann syndrome	Q87.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
87	Apert syndrome	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169618	Secondary central precocious puberty	E22.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169615	Idiopathic central precocious puberty	E22.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
97	Familial paroxysmal ataxia	G11.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169467	Recurrent Neisseria infections due to factor D deficiency	D84.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
313	Lamellar ichthyosis	Q80.2	E (Exact mapping: the two concepts are equivalent)
169799	Mild hemophilia B	D67	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169796	Moderate hemophilia B	D67	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169793	Severe hemophilia B	D67	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
171220	Rectal duplication	Q43.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1000	Ocular albinism with late-onset sensorineural deafness	E70.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
999	Ermine phenotype	E70.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
171430	Severe congenital nemaline myopathy	G71.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
171433	Intermediate nemaline myopathy	G71.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
171436	Typical nemaline myopathy	G71.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
171439	Childhood-onset nemaline myopathy	G71.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
55	Oculocutaneous albinism	E70.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
171442	Adult-onset nemaline myopathy	G71.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
171445	Muscle filaminopathy	G71.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
171607	X-linked spastic paraplegia type 34	G11.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2771	Bruck syndrome	M21.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
171612	Autosomal dominant spastic paraplegia type 37	G11.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
171617	Autosomal dominant spastic paraplegia type 38	G11.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1349	Mitochondrial DNA-related cardiomyopathy and hearing loss	E88.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
171622	Autosomal recessive spastic paraplegia type 32	G11.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
171629	Autosomal recessive spastic paraplegia type 35	G11.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
861	Treacher-Collins syndrome	Q75.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
308	Progressive myoclonic epilepsy type 1	G40.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1991	Cleft lip with or without cleft palate	Q37.0	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1991	Cleft lip with or without cleft palate	Q37.1	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1991	Cleft lip with or without cleft palate	Q37.2	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1991	Cleft lip with or without cleft palate	Q37.3	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1991	Cleft lip with or without cleft palate	Q37.4	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1991	Cleft lip with or without cleft palate	Q37.5	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1991	Cleft lip with or without cleft palate	Q37.8	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1991	Cleft lip with or without cleft palate	Q37.9	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1991	Cleft lip with or without cleft palate	Q36.0	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1991	Cleft lip with or without cleft palate	Q36.1	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1991	Cleft lip with or without cleft palate	Q36.9	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
199	Cornelia de Lange syndrome	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2162	Holoprosencephaly	Q04.2	E (Exact mapping: the two concepts are equivalent)
930	Idiopathic achalasia	K22.0	E (Exact mapping: the two concepts are equivalent)
998	Albinism-deafness syndrome	H90.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1727	22q11.2 duplication syndrome	Q92.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169079	Cernunnos-XLF deficiency	D81.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1716	Distal trisomy 18q	Q92.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1715	Trisomy 18p	Q92.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3380	Trisomy 18	Q91.0	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
3380	Trisomy 18	Q91.1	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
3380	Trisomy 18	Q91.2	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
3380	Trisomy 18	Q91.3	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
168984	CLAPO syndrome	Q87.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1707	Distal trisomy 15q	Q92.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168999	Malignant melanoma of the mucosa	C43.9	ND (not yet decided/unable to decide)
3378	Trisomy 13	Q91.4	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
3378	Trisomy 13	Q91.5	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
3378	Trisomy 13	Q91.6	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
3378	Trisomy 13	Q91.7	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
169110	Immunoglobulin heavy chain deficiency	D80.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169100	Immunodeficiency due to CD25 deficiency	D89.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169105	Good syndrome	D81.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169090	Combined immunodeficiency due to CRAC channel dysfunction	D81.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
236	Trisomy 9p	Q92.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169095	Severe combined immunodeficiency due to FOXN1 deficiency	D82.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169082	Combined immunodeficiency due to CD3gamma deficiency	D81.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169085	Susceptibility to respiratory infections associated with CD8alpha chain mutation	D84.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168829	Primary peritoneal carcinoma	C48.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168816	Peritoneal cystic mesothelioma	C45.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
753	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	E29.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
868	Triose phosphate-isomerase deficiency	D55.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168811	Malignant peritoneal mesothelioma	C45.1	E (Exact mapping: the two concepts are equivalent)
168807	Primary malignant peritoneal tumor	C45.1	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
168807	Primary malignant peritoneal tumor	C48.1	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
168807	Primary malignant peritoneal tumor	C48.2	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
218	Darier disease	Q82.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168796	Heart-hand syndrome, Slovenian type	Q87.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1465	Coffin-Siris syndrome	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168782	Childhood disintegrative disorder	F84.3	E (Exact mapping: the two concepts are equivalent)
1642	Distal monosomy 9p	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168966	Composite lymphoma	C85.7	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168966	Composite lymphoma	C81.7	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168960	Refractory anemia with excess blasts in transformation	D46.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
8	47,XYY syndrome	Q98.5	E (Exact mapping: the two concepts are equivalent)
1636	Distal monosomy 7q36	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168956	Hypereosinophilic syndrome	D47.5	E (Exact mapping: the two concepts are equivalent)
168953	Myeloid/lymphoid neoplasm associated with FGFR1 rearrangement	D47.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1600	Monosomy 18q	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168950	Myeloid/lymphoid neoplasm associated with PDGFRB rearrangement	D47.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168947	Myeloid/lymphoid neoplasm associated with PDGFRA rearrangement	D47.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1598	Monosomy 18p	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168940	Chronic eosinophilic leukemia	D47.5	E (Exact mapping: the two concepts are equivalent)
2773	Osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2772	Congenital osteogenesis imperfecta-microcephaly-cataracts syndrome	Q78.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2609	Isolated complex I deficiency	G71.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
626	Large congenital melanocytic nevus	D22.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
773	Refsum disease	G60.1	E (Exact mapping: the two concepts are equivalent)
11	Pentasomy X	Q97.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169154	T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency	D81.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
370	Glycogen storage disease due to phosphorylase kinase deficiency	E74.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169150	Immunodeficiency due to a late component of complement deficiency	D84.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169160	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta	D81.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
385	Neurodegeneration with brain iron accumulation	G23.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169157	T-B+ severe combined immunodeficiency due to CD45 deficiency	D81.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169139	Transient hypogammaglobulinemia of infancy	D80.7	E (Exact mapping: the two concepts are equivalent)
1947	Progressive epilepsy-intellectual disability syndrome, Finnish type	E75.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169147	Immunodeficiency due to a classical component pathway complement deficiency	D84.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169142	Recurrent infection due to specific granule deficiency	D71	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
352	Galactosemia	E74.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
596	X-linked centronuclear myopathy	G71.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
610	Bethlem myopathy	G71.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169186	Autosomal recessive centronuclear myopathy	G71.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
464	Incontinentia pigmenti	Q82.3	E (Exact mapping: the two concepts are equivalent)
3307	Tetrasomy 18p	Q99.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169163	Familial scaphocephaly syndrome	Q75.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
169189	Autosomal dominant centronuclear myopathy	G71.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
44	Neonatal adrenoleukodystrophy	E71.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
56	Alkaptonuria	E70.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
963	Acromegaly	E22.0	E (Exact mapping: the two concepts are equivalent)
1059	Blue rubber bleb nevus	Q27.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1006	Alopecia antibody deficiency	D80.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1046	Lethal hemolytic anemia-genital anomalies syndrome	D58.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
22	Succinic semialdehyde dehydrogenase deficiency	E72.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
29	Mevalonic aciduria	E88.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
245	Nager syndrome	Q75.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
30	Hereditary orotic aciduria	E79.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
36	Acrocallosal syndrome	Q04.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
915	Aarskog-Scott syndrome	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2614	Nail-patella syndrome	Q87.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
33	Isovaleric acidemia	E71.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
819	Smith-Magenis syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3085	Retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
9	Tetrasomy X	Q97.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168615	Hereditary persistence of alpha-fetoprotein	R77.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168612	Congenital deficiency in alpha-fetoprotein	R77.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1442	Ring chromosome 18 syndrome	Q93.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168621	Dysplasia of head of femur, Meyer type	Q78.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1452	Cleidocranial dysplasia	Q74.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1455	Autosomal dominant coarctation of aorta	Q25.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168629	Autosomal thrombocytopenia with normal platelets	D69.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168624	Familial scaphocephaly syndrome, McGillivray type	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
193	Cohen syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
168778	Rare pervasive developmental disorder	F84.9	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
168778	Rare pervasive developmental disorder	F84.0	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
168778	Rare pervasive developmental disorder	F84.1	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
168778	Rare pervasive developmental disorder	F84.2	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
168778	Rare pervasive developmental disorder	F84.3	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
168778	Rare pervasive developmental disorder	F84.4	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
168778	Rare pervasive developmental disorder	F84.5	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
168778	Rare pervasive developmental disorder	F84.8	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
1488	Cooper-Jabs syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
200	Isolated corpus callosum agenesis	Q04.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
