,Orpha_code,Orphanet_disorder,ICD_10,Relationship,Description,Genes,Orpha Code,ICD-11 code
244,800,Schwartz-Jampel syndrome,G71.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
245,628,Diastrophic dysplasia,Q77.5,E (Exact mapping: the two concepts are equivalent),,,,
246,673,Malaria,B54,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
247,673,Malaria,B51.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
248,673,Malaria,B51.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
249,673,Malaria,B52.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
250,673,Malaria,B52.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
251,673,Malaria,B52.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
252,673,Malaria,B53.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
253,673,Malaria,B53.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
254,673,Malaria,B53.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
255,673,Malaria,B50.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
256,673,Malaria,B50.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
257,673,Malaria,B50.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
258,673,Malaria,B51.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
259,681,Hypokalemic periodic paralysis,G72.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
260,126,Blepharophimosis-ptosis-epicanthus inversus syndrome,Q10.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
261,107,BOR syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
262,774,Hereditary hemorrhagic telangiectasia,I78.0,E (Exact mapping: the two concepts are equivalent),,,,
263,794,Saethre-Chotzen syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
264,710,Pfeiffer syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
265,2869,Peutz-Jeghers syndrome,Q85.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
266,893,WAGR syndrome,C64,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
267,912,Zellweger syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
268,50,Aicardi syndrome,Q04.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Aicardi Syndrome,AIC#,50.0,
269,53,Albers-Schönberg osteopetrosis,Q78.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
270,14,Abetalipoproteinemia,E78.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
271,52,Alagille syndrome,Q44.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
272,167,Chédiak-Higashi syndrome,E70.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
273,195,Cat-eye syndrome,Q92.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
274,207,Crouzon disease,Q75.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
275,205,Crigler-Najjar syndrome,E80.5,E (Exact mapping: the two concepts are equivalent),,,,
276,160148,Cap polyposis,D12.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
277,201,Cowden syndrome,Q85.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),"Cowden Syndrome (CS, Multiple Hamartoma Syndrome, PTEN hamartoma tumour syndrome (PHTS)","ATK1, KILLIN, PIK3CA, PTEN, SDHB, SDHD",201.0,
278,192,Coffin-Lowry syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
279,2442,X-linked lymphoproliferative disease,D82.3,E (Exact mapping: the two concepts are equivalent),,,,
280,169808,Mild hemophilia A,D66,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
281,169826,Congenital vitamin K-dependent coagulation factors deficiency,D68.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
282,169802,Severe hemophilia A,D66,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
283,169805,Moderate hemophilia A,D66,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
284,562,McCune-Albright syndrome,Q78.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),McCune-Albright Syndrome (Polyostotic Fibrous Dysplasia; MAS),GNAS1,562.0,
285,565,Menkes disease,E83.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
286,474,Jeune syndrome,Q77.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
287,540,Familial hemophagocytic lymphohistiocytosis,D76.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
288,568,"Microphthalmia, Lenz type",Q11.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
289,564,Meckel syndrome,Q61.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
290,289,Ellis Van Creveld syndrome,Q77.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
291,258,Laminin subunit alpha 2-related congenital muscular dystrophy,G71.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
292,1247,Schistosomiasis,B65.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
293,1247,Schistosomiasis,B65.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
294,1247,Schistosomiasis,B65.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
295,1247,Schistosomiasis,B65.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
296,1247,Schistosomiasis,B65.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
297,1247,Schistosomiasis,B65.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
298,112,Bartter syndrome,E26.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
299,169443,Specific antibody deficiency with normal immunoglobulin concentrations and normal numbers of B cells,D80.6,E (Exact mapping: the two concepts are equivalent),,,,
300,1646,Partial chromosome Y deletion,Q98.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
301,169464,Primary CD59 deficiency,D84.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
302,99,Autosomal dominant cerebellar ataxia,G11.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
303,116,Beckwith-Wiedemann syndrome,Q87.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
304,87,Apert syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
305,169618,Secondary central precocious puberty,E22.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
306,169615,Idiopathic central precocious puberty,E22.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
307,97,Familial paroxysmal ataxia,G11.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
308,169467,Recurrent Neisseria infections due to factor D deficiency,D84.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
309,313,Lamellar ichthyosis,Q80.2,E (Exact mapping: the two concepts are equivalent),,,,
310,169799,Mild hemophilia B,D67,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
311,169796,Moderate hemophilia B,D67,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
312,169793,Severe hemophilia B,D67,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
313,171220,Rectal duplication,Q43.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
314,1000,Ocular albinism with late-onset sensorineural deafness,E70.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
315,999,Ermine phenotype,E70.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
316,171430,Severe congenital nemaline myopathy,G71.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
317,171433,Intermediate nemaline myopathy,G71.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
318,171436,Typical nemaline myopathy,G71.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
319,171439,Childhood-onset nemaline myopathy,G71.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
320,55,Oculocutaneous albinism,E70.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
321,171442,Adult-onset nemaline myopathy,G71.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
322,171445,Muscle filaminopathy,G71.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
323,171607,X-linked spastic paraplegia type 34,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
324,2771,Bruck syndrome,M21.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
325,171612,Autosomal dominant spastic paraplegia type 37,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
326,171617,Autosomal dominant spastic paraplegia type 38,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
327,1349,Mitochondrial DNA-related cardiomyopathy and hearing loss,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
328,171622,Autosomal recessive spastic paraplegia type 32,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
329,171629,Autosomal recessive spastic paraplegia type 35,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
330,861,Treacher-Collins syndrome,Q75.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
331,308,Progressive myoclonic epilepsy type 1,G40.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
332,1991,Cleft lip with or without cleft palate,Q37.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
333,1991,Cleft lip with or without cleft palate,Q37.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
334,1991,Cleft lip with or without cleft palate,Q37.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
335,1991,Cleft lip with or without cleft palate,Q37.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
336,1991,Cleft lip with or without cleft palate,Q37.4,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
337,1991,Cleft lip with or without cleft palate,Q37.5,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
338,1991,Cleft lip with or without cleft palate,Q37.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
339,1991,Cleft lip with or without cleft palate,Q37.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
340,1991,Cleft lip with or without cleft palate,Q36.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
341,1991,Cleft lip with or without cleft palate,Q36.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
342,1991,Cleft lip with or without cleft palate,Q36.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
343,199,Cornelia de Lange syndrome,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
344,2162,Holoprosencephaly,Q04.2,E (Exact mapping: the two concepts are equivalent),,,,
345,930,Idiopathic achalasia,K22.0,E (Exact mapping: the two concepts are equivalent),,,,
346,998,Albinism-deafness syndrome,H90.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
347,1727,22q11.2 duplication syndrome,Q92.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
348,169079,Cernunnos-XLF deficiency,D81.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
349,1716,Distal trisomy 18q,Q92.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
350,1715,Trisomy 18p,Q92.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
351,3380,Trisomy 18,Q91.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
352,3380,Trisomy 18,Q91.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
353,3380,Trisomy 18,Q91.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
354,3380,Trisomy 18,Q91.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
355,168984,CLAPO syndrome,Q87.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
356,1707,Distal trisomy 15q,Q92.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
357,168999,Malignant melanoma of the mucosa,C43.9,ND (not yet decided/unable to decide),,,,
358,3378,Trisomy 13,Q91.4,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
359,3378,Trisomy 13,Q91.5,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
360,3378,Trisomy 13,Q91.6,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
361,3378,Trisomy 13,Q91.7,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
362,169110,Immunoglobulin heavy chain deficiency,D80.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
363,169100,Immunodeficiency due to CD25 deficiency,D89.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
364,169105,Good syndrome,D81.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
365,169090,Combined immunodeficiency due to CRAC channel dysfunction,D81.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
366,236,Trisomy 9p,Q92.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
367,169095,Severe combined immunodeficiency due to FOXN1 deficiency,D82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
368,169082,Combined immunodeficiency due to CD3gamma deficiency,D81.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
369,169085,Susceptibility to respiratory infections associated with CD8alpha chain mutation,D84.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
370,168829,Primary peritoneal carcinoma,C48.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
371,168816,Peritoneal cystic mesothelioma,C45.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
372,753,"46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency",E29.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
373,868,Triose phosphate-isomerase deficiency,D55.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
374,168811,Malignant peritoneal mesothelioma,C45.1,E (Exact mapping: the two concepts are equivalent),,,,
375,168807,Primary malignant peritoneal tumor,C45.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
376,168807,Primary malignant peritoneal tumor,C48.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
377,168807,Primary malignant peritoneal tumor,C48.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
378,218,Darier disease,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
379,168796,"Heart-hand syndrome, Slovenian type",Q87.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
380,1465,Coffin-Siris syndrome,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
381,168782,Childhood disintegrative disorder,F84.3,E (Exact mapping: the two concepts are equivalent),,,,
382,1642,Distal monosomy 9p,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
383,168966,Composite lymphoma,C85.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
384,168966,Composite lymphoma,C81.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
385,168960,Refractory anemia with excess blasts in transformation,D46.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
386,8,"47,XYY syndrome",Q98.5,E (Exact mapping: the two concepts are equivalent),,,,
387,1636,Distal monosomy 7q36,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
388,168956,Hypereosinophilic syndrome,D47.5,E (Exact mapping: the two concepts are equivalent),,,,
389,168953,Myeloid/lymphoid neoplasm associated with FGFR1 rearrangement,D47.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
390,1600,Monosomy 18q,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
391,168950,Myeloid/lymphoid neoplasm associated with PDGFRB rearrangement,D47.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
392,168947,Myeloid/lymphoid neoplasm associated with PDGFRA rearrangement,D47.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
393,1598,Monosomy 18p,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
394,168940,Chronic eosinophilic leukemia,D47.5,E (Exact mapping: the two concepts are equivalent),,,,
395,2773,Osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
396,2772,Congenital osteogenesis imperfecta-microcephaly-cataracts syndrome,Q78.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
397,2609,Isolated complex I deficiency,G71.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
398,626,Large congenital melanocytic nevus,D22.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
399,773,Refsum disease,G60.1,E (Exact mapping: the two concepts are equivalent),,,,
400,11,Pentasomy X,Q97.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
401,169154,T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency,D81.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
402,370,Glycogen storage disease due to phosphorylase kinase deficiency,E74.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
403,169150,Immunodeficiency due to a late component of complement deficiency,D84.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
404,169160,T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta,D81.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
405,385,Neurodegeneration with brain iron accumulation,G23.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
406,169157,T-B+ severe combined immunodeficiency due to CD45 deficiency,D81.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
407,169139,Transient hypogammaglobulinemia of infancy,D80.7,E (Exact mapping: the two concepts are equivalent),,,,
408,1947,"Progressive epilepsy-intellectual disability syndrome, Finnish type",E75.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
409,169147,Immunodeficiency due to a classical component pathway complement deficiency,D84.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
410,169142,Recurrent infection due to specific granule deficiency,D71,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
411,352,Galactosemia,E74.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
412,596,X-linked centronuclear myopathy,G71.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
413,610,Bethlem myopathy,G71.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
414,169186,Autosomal recessive centronuclear myopathy,G71.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
415,464,Incontinentia pigmenti,Q82.3,E (Exact mapping: the two concepts are equivalent),,,,
416,3307,Tetrasomy 18p,Q99.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
417,169163,Familial scaphocephaly syndrome,Q75.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
